Filename,Section,Metric,Value
plot.js,Keyword Frequency,return,23
plot.js,Keyword Frequency,if,28
plot.js,Keyword Frequency,for,3
plot.js,Keyword Frequency,else,1
plot.js,General,Average Line Length,38.77
plot.js,Results,Final Score,55
plot.js,Results,Grade,C

render.js,LOC Metrics,Total Lines,1015
render.js,LOC Metrics,Blank Lines,112
render.js,LOC Metrics,Comment Lines,0
render.js,LOC Metrics,Code Lines,903
render.js,Halstead Metrics,Unique Operators,16
render.js,Halstead Metrics,Unique Operands,569
render.js,Halstead Metrics,Total Operators,3262
render.js,Halstead Metrics,Total Operands,3600
render.js,Halstead Metrics,Vocabulary,585
render.js,Halstead Metrics,Length,6862
render.js,Halstead Metrics,Volume,63077.51
render.js,Halstead Metrics,Difficulty,50.62
render.js,Halstead Metrics,Effort,3192675.54
render.js,Keyword Frequency,if,41
render.js,Keyword Frequency,else,9
render.js,Keyword Frequency,return,51
render.js,Keyword Frequency,for,27
render.js,Keyword Frequency,with,2
render.js,General,Average Line Length,39.89
render.js,Results,Final Score,55
render.js,Results,Grade,C

select.js,LOC Metrics,Total Lines,28
select.js,LOC Metrics,Blank Lines,6
select.js,LOC Metrics,Comment Lines,0
select.js,LOC Metrics,Code Lines,22
select.js,Halstead Metrics,Unique Operators,12
select.js,Halstead Metrics,Unique Operands,54
select.js,Halstead Metrics,Total Operators,81
select.js,Halstead Metrics,Total Operands,93
select.js,Halstead Metrics,Vocabulary,66
select.js,Halstead Metrics,Length,174
select.js,Halstead Metrics,Volume,1051.72
select.js,Halstead Metrics,Difficulty,10.33
select.js,Halstead Metrics,Effort,10867.82
select.js,Keyword Frequency,for,1
select.js,Keyword Frequency,if,4
select.js,Keyword Frequency,return,1
select.js,General,Average Line Length,37.05
select.js,Results,Final Score,55
select.js,Results,Grade,C

arrays_to_calcdata.js,LOC Metrics,Total Lines,41
arrays_to_calcdata.js,LOC Metrics,Blank Lines,7
arrays_to_calcdata.js,LOC Metrics,Comment Lines,0
arrays_to_calcdata.js,LOC Metrics,Code Lines,34
arrays_to_calcdata.js,Halstead Metrics,Unique Operators,13
arrays_to_calcdata.js,Halstead Metrics,Unique Operands,71
arrays_to_calcdata.js,Halstead Metrics,Total Operators,136
arrays_to_calcdata.js,Halstead Metrics,Total Operands,165
arrays_to_calcdata.js,Halstead Metrics,Vocabulary,84
arrays_to_calcdata.js,Halstead Metrics,Length,301
arrays_to_calcdata.js,Halstead Metrics,Volume,1924.09
arrays_to_calcdata.js,Halstead Metrics,Difficulty,15.11
arrays_to_calcdata.js,Halstead Metrics,Effort,29064.56
arrays_to_calcdata.js,Keyword Frequency,for,1
arrays_to_calcdata.js,Keyword Frequency,if,4
arrays_to_calcdata.js,General,Average Line Length,42.29
arrays_to_calcdata.js,Results,Final Score,55
arrays_to_calcdata.js,Results,Grade,C

attributes.js,LOC Metrics,Total Lines,567
attributes.js,LOC Metrics,Blank Lines,17
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,550
attributes.js,Halstead Metrics,Unique Operators,15
attributes.js,Halstead Metrics,Unique Operands,454
attributes.js,Halstead Metrics,Total Operators,1032
attributes.js,Halstead Metrics,Total Operands,2061
attributes.js,Halstead Metrics,Vocabulary,469
attributes.js,Halstead Metrics,Length,3093
attributes.js,Halstead Metrics,Volume,27445.56
attributes.js,Halstead Metrics,Difficulty,34.05
attributes.js,Halstead Metrics,Effort,934448.86
attributes.js,Keyword Frequency,return,3
attributes.js,Keyword Frequency,for,9
attributes.js,Keyword Frequency,with,9
attributes.js,Keyword Frequency,if,21
attributes.js,General,Average Line Length,37.29
attributes.js,Results,Final Score,55
attributes.js,Results,Grade,C

calc_selection.js,LOC Metrics,Total Lines,9
calc_selection.js,LOC Metrics,Blank Lines,2
calc_selection.js,LOC Metrics,Comment Lines,0
calc_selection.js,LOC Metrics,Code Lines,7
calc_selection.js,Halstead Metrics,Unique Operators,8
calc_selection.js,Halstead Metrics,Unique Operands,16
calc_selection.js,Halstead Metrics,Total Operators,24
calc_selection.js,Halstead Metrics,Total Operands,21
calc_selection.js,Halstead Metrics,Vocabulary,24
calc_selection.js,Halstead Metrics,Length,45
calc_selection.js,Halstead Metrics,Volume,206.32
calc_selection.js,Halstead Metrics,Difficulty,5.25
calc_selection.js,Halstead Metrics,Effort,1083.20
calc_selection.js,Keyword Frequency,if,1
calc_selection.js,General,Average Line Length,28.57
calc_selection.js,Results,Final Score,70
calc_selection.js,Results,Grade,B

calc.js,LOC Metrics,Total Lines,289
calc.js,LOC Metrics,Blank Lines,41
calc.js,LOC Metrics,Comment Lines,0
calc.js,LOC Metrics,Code Lines,248
calc.js,Halstead Metrics,Unique Operators,16
calc.js,Halstead Metrics,Unique Operands,303
calc.js,Halstead Metrics,Total Operators,979
calc.js,Halstead Metrics,Total Operands,1073
calc.js,Halstead Metrics,Vocabulary,319
calc.js,Halstead Metrics,Length,2052
calc.js,Halstead Metrics,Volume,17067.33
calc.js,Halstead Metrics,Difficulty,28.33
calc.js,Halstead Metrics,Effort,483518.04
calc.js,Keyword Frequency,if,31
calc.js,Keyword Frequency,for,7
calc.js,Keyword Frequency,else,10
calc.js,Keyword Frequency,with,5
calc.js,Keyword Frequency,while,6
calc.js,Keyword Frequency,return,10
calc.js,General,Average Line Length,37.62
calc.js,Results,Final Score,55
calc.js,Results,Grade,C

colorscale_calc.js,LOC Metrics,Total Lines,33
colorscale_calc.js,LOC Metrics,Blank Lines,4
colorscale_calc.js,LOC Metrics,Comment Lines,0
colorscale_calc.js,LOC Metrics,Code Lines,29
colorscale_calc.js,Halstead Metrics,Unique Operators,8
colorscale_calc.js,Halstead Metrics,Unique Operands,28
colorscale_calc.js,Halstead Metrics,Total Operators,85
colorscale_calc.js,Halstead Metrics,Total Operands,80
colorscale_calc.js,Halstead Metrics,Vocabulary,36
colorscale_calc.js,Halstead Metrics,Length,165
colorscale_calc.js,Halstead Metrics,Volume,853.04
colorscale_calc.js,Halstead Metrics,Difficulty,11.43
colorscale_calc.js,Halstead Metrics,Effort,9749.00
colorscale_calc.js,Keyword Frequency,if,4
colorscale_calc.js,General,Average Line Length,33.83
colorscale_calc.js,Results,Final Score,55
colorscale_calc.js,Results,Grade,C

constants.js,LOC Metrics,Total Lines,18
constants.js,LOC Metrics,Blank Lines,5
constants.js,LOC Metrics,Comment Lines,0
constants.js,LOC Metrics,Code Lines,13
constants.js,Halstead Metrics,Unique Operators,8
constants.js,Halstead Metrics,Unique Operands,55
constants.js,Halstead Metrics,Total Operators,21
constants.js,Halstead Metrics,Total Operands,68
constants.js,Halstead Metrics,Vocabulary,63
constants.js,Halstead Metrics,Length,89
constants.js,Halstead Metrics,Volume,531.98
constants.js,Halstead Metrics,Difficulty,4.95
constants.js,Halstead Metrics,Effort,2630.87
constants.js,Keyword Frequency,None,0
constants.js,General,Average Line Length,39.00
constants.js,Results,Final Score,65
constants.js,Results,Grade,B-

cross_trace_calc.js,LOC Metrics,Total Lines,170
cross_trace_calc.js,LOC Metrics,Blank Lines,19
cross_trace_calc.js,LOC Metrics,Comment Lines,0
cross_trace_calc.js,LOC Metrics,Code Lines,151
cross_trace_calc.js,Halstead Metrics,Unique Operators,16
cross_trace_calc.js,Halstead Metrics,Unique Operands,192
cross_trace_calc.js,Halstead Metrics,Total Operators,650
cross_trace_calc.js,Halstead Metrics,Total Operands,703
cross_trace_calc.js,Halstead Metrics,Vocabulary,208
cross_trace_calc.js,Halstead Metrics,Length,1353
cross_trace_calc.js,Halstead Metrics,Volume,10418.69
cross_trace_calc.js,Halstead Metrics,Difficulty,29.29
cross_trace_calc.js,Halstead Metrics,Effort,305180.94
cross_trace_calc.js,Keyword Frequency,if,14
cross_trace_calc.js,Keyword Frequency,return,4
cross_trace_calc.js,Keyword Frequency,for,14
cross_trace_calc.js,Keyword Frequency,with,3
cross_trace_calc.js,Keyword Frequency,else,2
cross_trace_calc.js,Keyword Frequency,while,1
cross_trace_calc.js,General,Average Line Length,40.97
cross_trace_calc.js,Results,Final Score,55
cross_trace_calc.js,Results,Grade,C

cross_trace_defaults.js,LOC Metrics,Total Lines,28
cross_trace_defaults.js,LOC Metrics,Blank Lines,6
cross_trace_defaults.js,LOC Metrics,Comment Lines,0
cross_trace_defaults.js,LOC Metrics,Code Lines,22
cross_trace_defaults.js,Halstead Metrics,Unique Operators,14
cross_trace_defaults.js,Halstead Metrics,Unique Operands,41
cross_trace_defaults.js,Halstead Metrics,Total Operators,90
cross_trace_defaults.js,Halstead Metrics,Total Operands,83
cross_trace_defaults.js,Halstead Metrics,Vocabulary,55
cross_trace_defaults.js,Halstead Metrics,Length,173
cross_trace_defaults.js,Halstead Metrics,Volume,1000.18
cross_trace_defaults.js,Halstead Metrics,Difficulty,14.17
cross_trace_defaults.js,Halstead Metrics,Effort,14173.21
cross_trace_defaults.js,Keyword Frequency,for,3
cross_trace_defaults.js,Keyword Frequency,if,4
cross_trace_defaults.js,General,Average Line Length,37.86
cross_trace_defaults.js,Results,Final Score,55
cross_trace_defaults.js,Results,Grade,C

defaults.js,LOC Metrics,Total Lines,85
defaults.js,LOC Metrics,Blank Lines,17
defaults.js,LOC Metrics,Comment Lines,0
defaults.js,LOC Metrics,Code Lines,68
defaults.js,Halstead Metrics,Unique Operators,13
defaults.js,Halstead Metrics,Unique Operands,111
defaults.js,Halstead Metrics,Total Operators,314
defaults.js,Halstead Metrics,Total Operands,286
defaults.js,Halstead Metrics,Vocabulary,124
defaults.js,Halstead Metrics,Length,600
defaults.js,Halstead Metrics,Volume,4172.52
defaults.js,Halstead Metrics,Difficulty,16.75
defaults.js,Halstead Metrics,Effort,69880.28
defaults.js,Keyword Frequency,return,2
defaults.js,Keyword Frequency,if,10
defaults.js,Keyword Frequency,for,1
defaults.js,General,Average Line Length,47.62
defaults.js,Results,Final Score,55
defaults.js,Results,Grade,C

fillcolor_defaults.js,LOC Metrics,Total Lines,26
fillcolor_defaults.js,LOC Metrics,Blank Lines,5
fillcolor_defaults.js,LOC Metrics,Comment Lines,0
fillcolor_defaults.js,LOC Metrics,Code Lines,21
fillcolor_defaults.js,Halstead Metrics,Unique Operators,9
fillcolor_defaults.js,Halstead Metrics,Unique Operands,36
fillcolor_defaults.js,Halstead Metrics,Total Operators,68
fillcolor_defaults.js,Halstead Metrics,Total Operands,69
fillcolor_defaults.js,Halstead Metrics,Vocabulary,45
fillcolor_defaults.js,Halstead Metrics,Length,137
fillcolor_defaults.js,Halstead Metrics,Volume,752.38
fillcolor_defaults.js,Halstead Metrics,Difficulty,8.62
fillcolor_defaults.js,Halstead Metrics,Effort,6489.31
fillcolor_defaults.js,Keyword Frequency,if,3
fillcolor_defaults.js,Keyword Frequency,try,1
fillcolor_defaults.js,Keyword Frequency,else,1
fillcolor_defaults.js,General,Average Line Length,40.76
fillcolor_defaults.js,Results,Final Score,65
fillcolor_defaults.js,Results,Grade,B-

format_labels.js,LOC Metrics,Total Lines,16
format_labels.js,LOC Metrics,Blank Lines,5
format_labels.js,LOC Metrics,Comment Lines,0
format_labels.js,LOC Metrics,Code Lines,11
format_labels.js,Halstead Metrics,Unique Operators,8
format_labels.js,Halstead Metrics,Unique Operands,30
format_labels.js,Halstead Metrics,Total Operators,54
format_labels.js,Halstead Metrics,Total Operands,59
format_labels.js,Halstead Metrics,Vocabulary,38
format_labels.js,Halstead Metrics,Length,113
format_labels.js,Halstead Metrics,Volume,593.02
format_labels.js,Halstead Metrics,Difficulty,7.87
format_labels.js,Halstead Metrics,Effort,4665.06
format_labels.js,Keyword Frequency,return,1
format_labels.js,General,Average Line Length,40.91
format_labels.js,Results,Final Score,65
format_labels.js,Results,Grade,B-

get_trace_color.js,LOC Metrics,Total Lines,38
get_trace_color.js,LOC Metrics,Blank Lines,7
get_trace_color.js,LOC Metrics,Comment Lines,0
get_trace_color.js,LOC Metrics,Code Lines,31
get_trace_color.js,Halstead Metrics,Unique Operators,9
get_trace_color.js,Halstead Metrics,Unique Operands,48
get_trace_color.js,Halstead Metrics,Total Operators,117
get_trace_color.js,Halstead Metrics,Total Operands,126
get_trace_color.js,Halstead Metrics,Vocabulary,57
get_trace_color.js,Halstead Metrics,Length,243
get_trace_color.js,Halstead Metrics,Volume,1417.39
get_trace_color.js,Halstead Metrics,Difficulty,11.81
get_trace_color.js,Halstead Metrics,Effort,16742.95
get_trace_color.js,Keyword Frequency,if,4
get_trace_color.js,Keyword Frequency,return,5
get_trace_color.js,Keyword Frequency,else,4
get_trace_color.js,General,Average Line Length,37.39
get_trace_color.js,Results,Final Score,55
get_trace_color.js,Results,Grade,C

hover.js,LOC Metrics,Total Lines,186
hover.js,LOC Metrics,Blank Lines,24
hover.js,LOC Metrics,Comment Lines,0
hover.js,LOC Metrics,Code Lines,162
hover.js,Halstead Metrics,Unique Operators,16
hover.js,Halstead Metrics,Unique Operands,274
hover.js,Halstead Metrics,Total Operators,658
hover.js,Halstead Metrics,Total Operands,894
hover.js,Halstead Metrics,Vocabulary,290
hover.js,Halstead Metrics,Length,1552
hover.js,Halstead Metrics,Volume,12695.22
hover.js,Halstead Metrics,Difficulty,26.10
hover.js,Halstead Metrics,Effort,331373.01
hover.js,Keyword Frequency,for,10
hover.js,Keyword Frequency,if,18
hover.js,Keyword Frequency,try,1
hover.js,Keyword Frequency,return,5
hover.js,Keyword Frequency,with,1
hover.js,Keyword Frequency,else,2
hover.js,General,Average Line Length,45.77
hover.js,Results,Final Score,55
hover.js,Results,Grade,C

index.js,LOC Metrics,Total Lines,42
index.js,LOC Metrics,Blank Lines,4
index.js,LOC Metrics,Comment Lines,0
index.js,LOC Metrics,Code Lines,38
index.js,Halstead Metrics,Unique Operators,11
index.js,Halstead Metrics,Unique Operands,89
index.js,Halstead Metrics,Total Operators,101
index.js,Halstead Metrics,Total Operands,140
index.js,Halstead Metrics,Vocabulary,100
index.js,Halstead Metrics,Length,241
index.js,Halstead Metrics,Volume,1601.17
index.js,Halstead Metrics,Difficulty,8.65
index.js,Halstead Metrics,Effort,13852.81
index.js,Keyword Frequency,None,0
index.js,General,Average Line Length,39.24
index.js,Results,Final Score,65
index.js,Results,Grade,B-

line_defaults.js,LOC Metrics,Total Lines,21
line_defaults.js,LOC Metrics,Blank Lines,5
line_defaults.js,LOC Metrics,Comment Lines,0
line_defaults.js,LOC Metrics,Code Lines,16
line_defaults.js,Halstead Metrics,Unique Operators,9
line_defaults.js,Halstead Metrics,Unique Operands,36
line_defaults.js,Halstead Metrics,Total Operators,86
line_defaults.js,Halstead Metrics,Total Operands,73
line_defaults.js,Halstead Metrics,Vocabulary,45
line_defaults.js,Halstead Metrics,Length,159
line_defaults.js,Halstead Metrics,Volume,873.20
line_defaults.js,Halstead Metrics,Difficulty,9.12
line_defaults.js,Halstead Metrics,Effort,7967.99
line_defaults.js,Keyword Frequency,if,2
line_defaults.js,Keyword Frequency,else,1
line_defaults.js,General,Average Line Length,50.50
line_defaults.js,Results,Final Score,65
line_defaults.js,Results,Grade,B-

line_points.js,LOC Metrics,Total Lines,450
line_points.js,LOC Metrics,Blank Lines,60
line_points.js,LOC Metrics,Comment Lines,0
line_points.js,LOC Metrics,Code Lines,390
line_points.js,Halstead Metrics,Unique Operators,16
line_points.js,Halstead Metrics,Unique Operands,424
line_points.js,Halstead Metrics,Total Operators,1694
line_points.js,Halstead Metrics,Total Operands,1955
line_points.js,Halstead Metrics,Vocabulary,440
line_points.js,Halstead Metrics,Length,3649
line_points.js,Halstead Metrics,Volume,32043.18
line_points.js,Halstead Metrics,Difficulty,36.89
line_points.js,Halstead Metrics,Effort,1181970.19
line_points.js,Keyword Frequency,if,77
line_points.js,Keyword Frequency,return,20
line_points.js,Keyword Frequency,for,7
line_points.js,Keyword Frequency,else,21
line_points.js,Keyword Frequency,with,1
line_points.js,General,Average Line Length,45.35
line_points.js,Results,Final Score,55
line_points.js,Results,Grade,C

line_shape_defaults.js,LOC Metrics,Total Lines,8
line_shape_defaults.js,LOC Metrics,Blank Lines,2
line_shape_defaults.js,LOC Metrics,Comment Lines,0
line_shape_defaults.js,LOC Metrics,Code Lines,6
line_shape_defaults.js,Halstead Metrics,Unique Operators,8
line_shape_defaults.js,Halstead Metrics,Unique Operands,20
line_shape_defaults.js,Halstead Metrics,Total Operators,23
line_shape_defaults.js,Halstead Metrics,Total Operands,25
line_shape_defaults.js,Halstead Metrics,Vocabulary,28
line_shape_defaults.js,Halstead Metrics,Length,48
line_shape_defaults.js,Halstead Metrics,Volume,230.75
line_shape_defaults.js,Halstead Metrics,Difficulty,5.00
line_shape_defaults.js,Halstead Metrics,Effort,1153.77
line_shape_defaults.js,Keyword Frequency,if,1
line_shape_defaults.js,General,Average Line Length,38.50
line_shape_defaults.js,Results,Final Score,70
line_shape_defaults.js,Results,Grade,B

link_traces.js,LOC Metrics,Total Lines,80
link_traces.js,LOC Metrics,Blank Lines,12
link_traces.js,LOC Metrics,Comment Lines,0
link_traces.js,LOC Metrics,Code Lines,68
link_traces.js,Halstead Metrics,Unique Operators,15
link_traces.js,Halstead Metrics,Unique Operands,98
link_traces.js,Halstead Metrics,Total Operators,224
link_traces.js,Halstead Metrics,Total Operands,252
link_traces.js,Halstead Metrics,Vocabulary,113
link_traces.js,Halstead Metrics,Length,476
link_traces.js,Halstead Metrics,Volume,3246.41
link_traces.js,Halstead Metrics,Difficulty,19.29
link_traces.js,Halstead Metrics,Effort,62609.24
link_traces.js,Keyword Frequency,for,3
link_traces.js,Keyword Frequency,if,8
link_traces.js,Keyword Frequency,else,4
link_traces.js,Keyword Frequency,return,2
link_traces.js,General,Average Line Length,39.53
link_traces.js,Results,Final Score,55
link_traces.js,Results,Grade,C

make_bubble_size_func.js,LOC Metrics,Total Lines,31
make_bubble_size_func.js,LOC Metrics,Blank Lines,7
make_bubble_size_func.js,LOC Metrics,Comment Lines,0
make_bubble_size_func.js,LOC Metrics,Code Lines,24
make_bubble_size_func.js,Halstead Metrics,Unique Operators,10
make_bubble_size_func.js,Halstead Metrics,Unique Operands,70
make_bubble_size_func.js,Halstead Metrics,Total Operators,80
make_bubble_size_func.js,Halstead Metrics,Total Operands,119
make_bubble_size_func.js,Halstead Metrics,Vocabulary,80
make_bubble_size_func.js,Halstead Metrics,Length,199
make_bubble_size_func.js,Halstead Metrics,Volume,1258.06
make_bubble_size_func.js,Halstead Metrics,Difficulty,8.50
make_bubble_size_func.js,Halstead Metrics,Effort,10693.54
make_bubble_size_func.js,Keyword Frequency,for,4
make_bubble_size_func.js,Keyword Frequency,return,4
make_bubble_size_func.js,General,Average Line Length,39.96
make_bubble_size_func.js,Results,Final Score,65
make_bubble_size_func.js,Results,Grade,B-

marker_colorbar.js,LOC Metrics,Total Lines,7
marker_colorbar.js,LOC Metrics,Blank Lines,1
marker_colorbar.js,LOC Metrics,Comment Lines,0
marker_colorbar.js,LOC Metrics,Code Lines,6
marker_colorbar.js,Halstead Metrics,Unique Operators,5
marker_colorbar.js,Halstead Metrics,Unique Operands,10
marker_colorbar.js,Halstead Metrics,Total Operators,7
marker_colorbar.js,Halstead Metrics,Total Operands,10
marker_colorbar.js,Halstead Metrics,Vocabulary,15
marker_colorbar.js,Halstead Metrics,Length,17
marker_colorbar.js,Halstead Metrics,Volume,66.42
marker_colorbar.js,Halstead Metrics,Difficulty,2.50
marker_colorbar.js,Halstead Metrics,Effort,166.04
marker_colorbar.js,Keyword Frequency,None,0
marker_colorbar.js,General,Average Line Length,15.67
marker_colorbar.js,Results,Final Score,85
marker_colorbar.js,Results,Grade,A

marker_defaults.js,LOC Metrics,Total Lines,71
marker_defaults.js,LOC Metrics,Blank Lines,13
marker_defaults.js,LOC Metrics,Comment Lines,0
marker_defaults.js,LOC Metrics,Code Lines,58
marker_defaults.js,Halstead Metrics,Unique Operators,10
marker_defaults.js,Halstead Metrics,Unique Operands,99
marker_defaults.js,Halstead Metrics,Total Operators,212
marker_defaults.js,Halstead Metrics,Total Operands,261
marker_defaults.js,Halstead Metrics,Vocabulary,109
marker_defaults.js,Halstead Metrics,Length,473
marker_defaults.js,Halstead Metrics,Volume,3201.35
marker_defaults.js,Halstead Metrics,Difficulty,13.18
marker_defaults.js,Halstead Metrics,Effort,42199.63
marker_defaults.js,Keyword Frequency,if,12
marker_defaults.js,Keyword Frequency,with,1
marker_defaults.js,Keyword Frequency,except,1
marker_defaults.js,Keyword Frequency,for,1
marker_defaults.js,Keyword Frequency,else,2
marker_defaults.js,General,Average Line Length,42.14
marker_defaults.js,Results,Final Score,55
marker_defaults.js,Results,Grade,C

period_defaults.js,LOC Metrics,Total Lines,37
period_defaults.js,LOC Metrics,Blank Lines,5
period_defaults.js,LOC Metrics,Comment Lines,0
period_defaults.js,LOC Metrics,Code Lines,32
period_defaults.js,Halstead Metrics,Unique Operators,9
period_defaults.js,Halstead Metrics,Unique Operands,38
period_defaults.js,Halstead Metrics,Total Operators,102
period_defaults.js,Halstead Metrics,Total Operands,83
period_defaults.js,Halstead Metrics,Vocabulary,47
period_defaults.js,Halstead Metrics,Length,185
period_defaults.js,Halstead Metrics,Volume,1027.60
period_defaults.js,Halstead Metrics,Difficulty,9.83
period_defaults.js,Halstead Metrics,Effort,10100.22
period_defaults.js,Keyword Frequency,if,6
period_defaults.js,Keyword Frequency,return,2
period_defaults.js,General,Average Line Length,29.19
period_defaults.js,Results,Final Score,65
period_defaults.js,Results,Grade,B-

plot.js,LOC Metrics,Total Lines,550
plot.js,LOC Metrics,Blank Lines,96
plot.js,LOC Metrics,Comment Lines,0
plot.js,LOC Metrics,Code Lines,454
plot.js,Halstead Metrics,Unique Operators,16
plot.js,Halstead Metrics,Unique Operands,540
plot.js,Halstead Metrics,Total Operators,1716
plot.js,Halstead Metrics,Total Operands,2055
plot.js,Halstead Metrics,Vocabulary,556
plot.js,Halstead Metrics,Length,3771
plot.js,Halstead Metrics,Volume,34387.53
plot.js,Halstead Metrics,Difficulty,30.44
plot.js,Halstead Metrics,Effort,1046909.15
plot.js,Keyword Frequency,return,21
plot.js,Keyword Frequency,class,1
plot.js,Keyword Frequency,if,56
plot.js,Keyword Frequency,else,18
plot.js,Keyword Frequency,with,2
plot.js,Keyword Frequency,for,11
plot.js,General,Average Line Length,43.00
plot.js,Results,Final Score,55
plot.js,Results,Grade,C

select.js,LOC Metrics,Total Lines,43
select.js,LOC Metrics,Blank Lines,6
select.js,LOC Metrics,Comment Lines,0
select.js,LOC Metrics,Code Lines,37
select.js,Halstead Metrics,Unique Operators,13
select.js,Halstead Metrics,Unique Operands,41
select.js,Halstead Metrics,Total Operators,128
select.js,Halstead Metrics,Total Operands,122
select.js,Halstead Metrics,Vocabulary,54
select.js,Halstead Metrics,Length,250
select.js,Halstead Metrics,Volume,1438.72
select.js,Halstead Metrics,Difficulty,19.34
select.js,Halstead Metrics,Effort,27826.99
select.js,Keyword Frequency,if,3
select.js,Keyword Frequency,return,2
select.js,Keyword Frequency,for,2
select.js,Keyword Frequency,else,2
select.js,General,Average Line Length,29.70
select.js,Results,Final Score,55
select.js,Results,Grade,C

stack_defaults.js,LOC Metrics,Total Lines,95
stack_defaults.js,LOC Metrics,Blank Lines,10
stack_defaults.js,LOC Metrics,Comment Lines,0
stack_defaults.js,LOC Metrics,Code Lines,85
stack_defaults.js,Halstead Metrics,Unique Operators,15
stack_defaults.js,Halstead Metrics,Unique Operands,195
stack_defaults.js,Halstead Metrics,Total Operators,262
stack_defaults.js,Halstead Metrics,Total Operands,451
stack_defaults.js,Halstead Metrics,Vocabulary,210
stack_defaults.js,Halstead Metrics,Length,713
stack_defaults.js,Halstead Metrics,Volume,5500.26
stack_defaults.js,Halstead Metrics,Difficulty,17.35
stack_defaults.js,Halstead Metrics,Effort,95408.31
stack_defaults.js,Keyword Frequency,if,14
stack_defaults.js,Keyword Frequency,else,1
stack_defaults.js,Keyword Frequency,for,6
stack_defaults.js,Keyword Frequency,with,1
stack_defaults.js,Keyword Frequency,return,1
stack_defaults.js,General,Average Line Length,53.75
stack_defaults.js,Results,Final Score,55
stack_defaults.js,Results,Grade,C

style.js,LOC Metrics,Total Lines,60
style.js,LOC Metrics,Blank Lines,13
style.js,LOC Metrics,Comment Lines,0
style.js,LOC Metrics,Code Lines,47
style.js,Halstead Metrics,Unique Operators,11
style.js,Halstead Metrics,Unique Operands,52
style.js,Halstead Metrics,Total Operators,173
style.js,Halstead Metrics,Total Operands,179
style.js,Halstead Metrics,Vocabulary,63
style.js,Halstead Metrics,Length,352
style.js,Halstead Metrics,Volume,2104.00
style.js,Halstead Metrics,Difficulty,18.93
style.js,Halstead Metrics,Effort,39834.43
style.js,Keyword Frequency,return,1
style.js,Keyword Frequency,if,1
style.js,Keyword Frequency,else,1
style.js,General,Average Line Length,32.19
style.js,Results,Final Score,55
style.js,Results,Grade,C

subtypes.js,LOC Metrics,Total Lines,28
subtypes.js,LOC Metrics,Blank Lines,5
subtypes.js,LOC Metrics,Comment Lines,0
subtypes.js,LOC Metrics,Code Lines,23
subtypes.js,Halstead Metrics,Unique Operators,10
subtypes.js,Halstead Metrics,Unique Operands,30
subtypes.js,Halstead Metrics,Total Operators,65
subtypes.js,Halstead Metrics,Total Operands,67
subtypes.js,Halstead Metrics,Vocabulary,40
subtypes.js,Halstead Metrics,Length,132
subtypes.js,Halstead Metrics,Volume,702.49
subtypes.js,Halstead Metrics,Difficulty,11.17
subtypes.js,Halstead Metrics,Effort,7844.52
subtypes.js,Keyword Frequency,return,4
subtypes.js,General,Average Line Length,30.87
subtypes.js,Results,Final Score,55
subtypes.js,Results,Grade,C

text_defaults.js,LOC Metrics,Total Lines,19
text_defaults.js,LOC Metrics,Blank Lines,4
text_defaults.js,LOC Metrics,Comment Lines,0
text_defaults.js,LOC Metrics,Code Lines,15
text_defaults.js,Halstead Metrics,Unique Operators,10
text_defaults.js,Halstead Metrics,Unique Operands,38
text_defaults.js,Halstead Metrics,Total Operators,47
text_defaults.js,Halstead Metrics,Total Operands,56
text_defaults.js,Halstead Metrics,Vocabulary,48
text_defaults.js,Halstead Metrics,Length,103
text_defaults.js,Halstead Metrics,Volume,575.25
text_defaults.js,Halstead Metrics,Difficulty,7.37
text_defaults.js,Halstead Metrics,Effort,4238.69
text_defaults.js,Keyword Frequency,if,1
text_defaults.js,General,Average Line Length,33.33
text_defaults.js,Results,Final Score,65
text_defaults.js,Results,Grade,B-

xy_defaults.js,LOC Metrics,Total Lines,34
xy_defaults.js,LOC Metrics,Blank Lines,7
xy_defaults.js,LOC Metrics,Comment Lines,0
xy_defaults.js,LOC Metrics,Code Lines,27
xy_defaults.js,Halstead Metrics,Unique Operators,11
xy_defaults.js,Halstead Metrics,Unique Operands,36
xy_defaults.js,Halstead Metrics,Total Operators,93
xy_defaults.js,Halstead Metrics,Total Operands,81
xy_defaults.js,Halstead Metrics,Vocabulary,47
xy_defaults.js,Halstead Metrics,Length,174
xy_defaults.js,Halstead Metrics,Volume,966.50
xy_defaults.js,Halstead Metrics,Difficulty,12.38
xy_defaults.js,Halstead Metrics,Effort,11960.42
xy_defaults.js,Keyword Frequency,if,3
xy_defaults.js,Keyword Frequency,else,2
xy_defaults.js,Keyword Frequency,return,2
xy_defaults.js,General,Average Line Length,29.33
xy_defaults.js,Results,Final Score,55
xy_defaults.js,Results,Grade,C

attributes.js,LOC Metrics,Total Lines,166
attributes.js,LOC Metrics,Blank Lines,16
attributes.js,LOC Metrics,Comment Lines,0
attributes.js,LOC Metrics,Code Lines,150
attributes.js,Halstead Metrics,Unique Operators,13
attributes.js,Halstead Metrics,Unique Operands,190
attributes.js,Halstead Metrics,Total Operators,398
attributes.js,Halstead Metrics,Total Operands,542
attributes.js,Halstead Metrics,Vocabulary,203
